sample_location,ufn,species,survey_date,site_id,lat,lon,standard_length,fork_length,weight,date_processed,stock_1,prob_1,stock_2,prob_2,stock_3,prob_3,container_id,comments_sample,comments_fish_health_lab,comments_protocol
BRN20-H9,U2866,PI,2015-06-07,J09,50.539,-126.7781,119,124,18.7,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G9,U2867,PI,2015-06-07,J09,50.539,-126.7781,121,126,18.3,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-F9,U2868,PI,2015-06-07,J09,50.539,-126.7781,119,124,18.8,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E9,U2869,PI,2015-06-07,J09,50.539,-126.7781,102,NA,11.3,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,Large otolith,NA
BRN20-D9,U2870,PI,2015-06-07,J09,50.539,-126.7781,117,123,17.4,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,Brain & spleen fell on chamois,NA,Brain and spleem fell on chamois.
BRN20-C9,U2871,PI,2015-07-07,J09,NA,NA,158,164,45.8,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B9,U2872,PI,2015-07-07,J09,NA,NA,121,NA,17.9,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-A9,U2873,PI,2015-07-07,J09,NA,NA,131,NA,27,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,Scale smear drifted into cell 30 and 39.
BRN20-H10,U2874,PI,2015-07-07,J09,NA,NA,115,NA,15.6,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G10,U2875,PI,2015-07-07,J09,NA,NA,128,NA,19.7,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-F10,U2876,PI,2015-07-07,J09,NA,NA,146,151,34.5,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E10,U2877,PI,2015-07-07,J09,NA,NA,122,126,19.6,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-D10,U2878,PI,2015-07-07,J09,NA,NA,113,118,11.2,2016-12-16,NA,NA,NA,NA,NA,NA,BRN20,NA,Only found one otolith.,NA
BRN20-C10,U2879,PI,2015-07-07,J09,NA,NA,139,144,27.2,2016-12-17,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B10,U2880,PI,2015-07-07,J09,NA,NA,133,138,24.6,2016-12-17,NA,NA,NA,NA,NA,NA,BRN20,NA,Only found one otolith.,NA
BRN20-A10,U2881,PI,2015-06-23,J02,50.60237,-126.70219,131,139,NA,2016-12-17,NA,NA,NA,NA,NA,NA,BRN20,NA,Forgot to record weight.,NA
BRN20-C8,U2882,PI,2015-06-23,J02,50.60237,-126.70219,130,135,24.2,2016-12-17,NA,NA,NA,NA,NA,NA,BRN20,NA,Only found one otolith. nematode parasite on stomach.,NA
BRN20-B8,U2883,PI,2015-06-23,J02,50.60237,-126.70219,127,NA,19.3,2016-12-17,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-A8,U2884,PI,2015-06-23,J02,50.60237,-126.70219,132,NA,27,2016-12-17,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-H11,U2885,PI,2015-06-23,J02,50.60237,-126.70219,133,136,24.2,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,Pale heart,NA
BRN20-G11,U2886,PI,2015-06-23,J02,50.60237,-126.70219,140,NA,31.3,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,Pale liver,NA
BRN20-F11,U2887,PI,2015-06-23,J02,50.60237,-126.70219,128,133,22.2,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E11,U2888,PI,2015-06-23,J02,50.60237,-126.70219,133,137,25.1,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-D11,U2889,PI,2015-06-23,J02,50.60237,-126.70219,130,135,25.2,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-C11,U2890,PI,2015-06-23,J02,50.60237,-126.70219,127,134,22.7,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B11,U2891,PI,2015-06-19,J02,50.60263,-126.70188,129,133,23.9,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-A11,U2892,PI,2015-06-19,J02,50.60263,-126.70188,113,118,16.2,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,"Pale liver, small spleen, pale kidney.",NA
BRN20-H12,U2893,PI,2015-06-19,J02,50.60263,-126.70188,117,124,19.4,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G12,U2894,PI,2015-06-19,J02,50.60263,-126.70188,134,NA,29.5,2017-01-03,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-F12,U2895,PI,2015-06-19,J02,50.60263,-126.70188,115,NA,15.6,2017-01-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E12,U2896,PI,2015-06-19,J02,50.60263,-126.70188,131,136,26.2,2017-01-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-D12,U2897,PI,2015-06-19,J02,50.60263,-126.70188,104,107,12.6,2017-01-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-C12,U2898,PI,2015-06-19,J02,50.60263,-126.70188,98,NA,9.3,2017-01-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN23-H1,U2017,CU,2015-06-27,J09,50.5438,-126.81988,NA,116,16.3,2016-10-02,NA,NA,NA,NA,NA,NA,BRN23,NA,Heart and liver pale. Nematode parasite found on chamois.,NA
BRN23-G1,U2018,CU,2015-06-27,J09,50.5438,-126.81988,NA,133,25.6,2016-10-02,NA,NA,NA,NA,NA,NA,BRN23,NA,Pale heart.,NA
BRN23-F1,U2019,CU,2015-06-27,J09,50.5438,-126.81988,NA,132,22.1,2016-10-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-E1,U2020,CU,2015-06-27,J09,50.5438,-126.81988,NA,152,34.7,2016-10-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D1,U2031,CU,2015-06-27,J09,50.5438,-126.81988,NA,119,17,2016-10-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C1,U2032,CU,2015-06-07,D07,50.1915,-125.14292,NA,123,17.9,2016-10-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-A2,U2512,CU,2015-06-19,J09,50.54362,-126.81951,119,124,18.9,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-H2,U2625,CU,2015-06-05,D07,50.19112,-125.14202,89,94,9.6,2016-11-28,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G2,U2626,CU,2015-05-21,D07,50.18217,-125.1493,91,96,9.6,2016-11-28,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-F2,U2627,CU,2015-05-21,D07,50.18217,-125.1493,117,NA,18.4,2016-11-28,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-E2,U2628,CU,2015-06-05,D07,50.19112,-125.14202,83,86,8,2016-11-30,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D2,U2629,CU,2015-06-05,D07,50.19112,-125.14202,88,NA,8.2,2016-11-30,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C2,U2630,CU,2015-06-19,J09,50.54362,-126.81951,124,128,19.1,2016-11-30,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,1 otolith only
BRN23-B2,U2631,CU,2015-06-19,J09,50.54362,-126.81951,118,123,17.6,2016-11-30,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G5,U2632,CU,2015-06-19,J09,50.54362,-126.81951,124,128,20.4,2016-12-01,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-F5,U2633,CU,2015-06-05,D07,50.19112,-125.14202,84,NA,6.6,2016-12-01,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-E5,U2634,CU,2015-05-21,D07,50.18217,-125.1493,85,90,7.5,2016-12-01,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D5,U2635,CU,2015-05-16,D07,50.16412,-125.1602,109,NA,14.9,2016-12-01,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-E11,U2636,CU,2015-05-26,J09,50.53989,-126.78256,82,86,6.3,2016-12-05,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C5,U2789,CU,2015-06-16,J02,50.59549,-126.69036,126,132,24.7,2016-12-01,NA,NA,NA,NA,NA,NA,BRN23,Head kidney detached with stomach,NA,Head kidney detached with stomach
BRN23-B5,U2790,CU,2015-06-16,J02,50.59549,-126.69036,117,122,19.9,2016-12-01,NA,NA,NA,NA,NA,NA,BRN23,Heart fell on chamois,NA,Heart fell on chamois
BRN23-A5,U2791,CU,2015-06-16,J02,50.59549,-126.69036,121,127,21.6,2016-12-01,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-H8,U2792,CU,2015-07-01,J09,50.54329,-126.8169,121,127,19.5,2016-12-01,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G7,U2793,CU,2015-07-07,J09,NA,NA,126,132,22.6,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-F7,U2794,CU,2015-07-07,J09,NA,NA,123,129,21.5,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-E7,U2795,CU,2015-06-18,D09,50.30819,-125.32694,102,NA,12,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D7,U2796,CU,2015-06-18,D09,50.30819,-125.32694,106,122,17.9,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C7,U2798,CU,2015-07-07,J09,NA,NA,122,128,20.2,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-B7,U2799,CU,2015-07-01,J09,50.54329,-126.8169,126,131,24,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,Brain fell on chamois,NA,Brain fell on chamois. day of sampling not written on tag.
BRN23-A7,U2800,CU,2015-06-18,D09,50.30819,-125.32694,125,131,22,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-B1,U2824,CU,2015-06-05,D07,50.19112,-125.14202,89,94,8,2016-11-28,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-A1,U2825,CU,2015-06-19,J09,50.54362,-126.81951,120,126,17.2,2016-11-30,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-H5,U2826,CU,2015-06-01,J02,50.60051,-126.70319,117,123,18.3,2016-11-30,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G8,U2827,CU,2015-05-16,D07,50.16412,-125.1602,108,114,14.6,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-F8,U2828,CU,2015-05-16,D07,50.16412,-125.1602,118,122,17.9,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,Small spleen,NA
BRN23-E8,U2829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRN23,Heart fell onto bench,NA,NA
BRN23-D8,U2830,CU,2015-05-16,D07,50.16412,-125.1602,96,101,10.7,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,Outside blade touched heart,Small spleen,Outside blade touched heart.
BRN23-C8,U2831,CU,2015-05-21,D07,50.18217,-125.1493,79,84,5.1,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-B8,U2832,CU,2015-05-24,J02,50.60101,-126.70394,113,118,13.4,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,"Contaminated inside of fish with outside scalpen (heart, liver, spleen)",NA,"Contaminated inside of fish with the outside scapel. (heart, liver, spleen)."
BRN23-A8,U2833,CU,2015-05-24,J02,50.60101,-126.70394,114,120,16.9,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-H9,U2904,CU,2015-07-07,J09,NA,NA,135,141,26.5,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G9,U2905,CU,2015-07-07,J09,NA,NA,128,133,22.9,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-F9,U2906,CU,2015-06-18,D09,50.30819,-125.32694,107,NA,13.3,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-E9,U2907,CU,2015-06-18,D09,50.30819,-125.32694,111,117,15.4,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D9,U2908,CU,2015-07-01,J09,50.54329,-126.8169,109,NA,14.4,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C9,U2909,CU,2015-06-16,J02,50.59549,-126.69036,125,130,21.4,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-B9,U2910,CU,2015-06-16,J09,50.54327,-126.81252,131,137,24.3,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-A9,U2911,CU,2015-06-16,J09,50.54327,-126.81252,125,131,19.5,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-H6,U2912,CU,2015-05-16,D07,50.16412,-125.1602,85,90,7.1,2016-11-30,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G6,U2913,CU,2015-06-19,J09,50.54362,-126.81951,127,133,20.6,2016-11-30,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-F6,U2914,CU,2015-05-31,J09,50.53808,-126.77494,140,146,30.5,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-E6,U2915,CU,2015-06-16,J09,50.54327,-126.81252,108,113,14.7,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D6,U2916,CU,2015-05-31,J09,50.53808,-126.77494,120,126,16.6,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C6,U2917,CU,2015-07-01,J09,50.54329,-126.8169,125,NA,21.1,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-B6,U2918,CU,2015-06-07,J09,50.539,-126.7781,118,124,18.7,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-A6,U2919,CU,2015-06-07,D07,50.1915,-125.14292,89,NA,8.4,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-H10,U2920,CU,2015-06-22,D09,50,-125,96,101,8.7,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G10,U2921,CU,2015-05-24,J02,50.60101,-126.70394,118,124,18.4,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-F10,U2922,CU,2015-05-24,J02,50.60101,-126.70394,97,102,10.1,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-E10,U2923,CU,2015-05-24,J02,50.60101,-126.70394,121,127,19.1,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D10,U2924,CU,2015-06-22,D09,50,-125,105,111,13,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C10,U2925,CU,2015-07-14,D09,50.30717,-125.33303,157,162,42.8,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-B10,U2926,CU,2015-07-14,D09,50.30717,-125.33303,131,137,25.9,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-A10,U2927,CU,2015-06-13,D07,50.19051,-125.1444,106,111,13.5,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-H11,U2928,CU,2015-06-13,D07,50.19051,-125.1444,106,111,13.4,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G11,U2929,CU,2015-07-14,D09,50.30717,-125.33303,134,NA,27.5,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-F11,U2930,CU,2015-07-14,D09,50.30717,-125.33303,154,160,40.3,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D11,U2931,CU,2015-06-09,D07,50.19077,-125.14249,100,105,11.1,2016-12-06,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C11,U2932,CU,2015-06-07,J09,50.539,-126.7781,119,125,16.2,2016-12-06,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-B11,U2933,CU,2015-05-26,J09,50.53989,-126.78256,115,121,16.4,2016-12-06,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-A11,U2934,CU,2015-06-07,D07,50.1915,-125.14292,93,NA,8.2,2016-12-06,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-H3,U3001,CU,2015-05-31,J09,50.53808,-126.77494,111,NA,15.9,2016-12-02,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G3,U3002,CU,2015-06-16,J09,50.54327,-126.81252,124,129,21.6,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,NA,Lots of fecal matter on fish at weigh,NA
BRN23-F3,U3003,CU,2015-05-31,J09,50.53808,-126.77494,108,NA,14.8,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-E3,U3004,CU,2015-06-16,J09,50.54327,-126.81252,119,124,20,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,Heart fell on chamois,Lots of fecal matter on fish at weigh,Heart fell on chamois
BRN23-D3,U3005,CU,2015-05-31,J09,50.53808,-126.77494,103,109,11.7,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C3,U3006,CU,2015-07-01,J09,50.54329,-126.8169,118,123,19.1,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,Heart & kidney switched in RNA tray,NA,Day of sampling not written on tag. heart & kidney switched in RNA tray.
BRN23-B3,U3007,CU,2015-05-21,D07,50.18217,-125.1493,92,NA,9.7,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-A3,U3008,CU,2015-06-07,D07,50.1915,-125.14292,83,NA,7.1,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,NA,Small spleen,NA
BRN23-H4,U3009,CU,2015-06-22,D09,50,-125,102,108,12.4,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G4,U3010,CU,2015-06-22,D09,50,-125,115,120,16.7,2016-12-03,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-F4,U3011,CU,2015-05-26,J09,50.53989,-126.78256,133,NA,26.6,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,Small spleen,NA
BRN23-E4,U3012,CU,2015-05-26,J09,50.53989,-126.78256,104,109,17.4,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D4,U3013,CU,2015-06-22,D09,50,-125,106,112,11.8,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,Muscle fell on dissection tray,NA,Muscle (for RNA) fell on dissection tray
BRN23-C4,U3014,CU,2015-07-14,D09,50.30717,-125.33303,133,139,27.4,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,Heart fell on dissection tray,"Huge spleen, liver & gall bladder",Heart fell on dissection tray
BRN23-B4,U3015,CU,2015-07-14,D09,50.30717,-125.33303,127,133,23.3,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-A4,U3016,CU,2015-07-14,D09,50.30717,-125.33303,134,140,26,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,Only 1 otolith
BRN23-H12,U3017,CU,2015-06-13,D07,50.19051,-125.1444,109,114,14.4,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-G12,U3018,CU,2015-05-26,J09,50.53989,-126.78256,110,116,15,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,Heart fell on lab bench,NA,Heart fell on lab bench
BRN23-F12,U3019,CU,2015-07-14,D09,50.30717,-125.33303,93,98,9.3,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,1 broken otlith
BRN23-E12,U3020,CU,2015-06-09,D07,50.19077,-125.14249,106,112,13.9,2016-12-04,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-D12,U3021,CU,2015-06-13,D07,50.19051,-125.1444,95,100,9.6,2016-12-05,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-C12,U3022,CU,2015-06-09,D07,50.19077,-125.14249,116,121,19.6,2016-12-05,NA,NA,NA,NA,NA,NA,BRN23,NA,Pale liver,NA
BRN23-B12,U3023,CU,2015-06-13,D07,50.19051,-125.1444,95,100,10.6,2016-12-05,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN23-A12,U3024,CU,2015-06-09,D07,50.19077,-125.14249,94,99,9.9,2016-12-05,NA,NA,NA,NA,NA,NA,BRN23,NA,NA,NA
BRN35-H1,U3779,PI,2016-06-24,J02,50.6017,-126.70318,116,121,15,2017-02-16,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G1,U3780,PI,2016-06-24,J02,50.6017,-126.70318,116,122,14.8,2017-02-16,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-F1,U3781,PI,2016-06-24,J02,50.6017,-126.70318,119,124,16.4,2017-02-16,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E1,U3782,PI,2016-06-01,D22,50.24565,-125.396035,114,119,12.1,2017-02-16,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,Broken otoliths
BRN35-D1,U3783,PI,2016-06-01,D22,50.24565,-125.396035,93,98,8,2017-02-16,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C1,U3784,PI,2016-06-01,D22,50.24565,-125.396035,92,96,8.2,2017-02-16,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-B1,U3785,PI,2016-06-01,D22,50.24565,-125.396035,95,100,10,2017-02-16,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-A1,U3786,PI,2016-06-01,D22,50.24565,-125.396035,93,99,8.2,2017-02-16,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H2,U3787,PI,2016-06-01,D22,50.24565,-125.396035,97,NA,8.6,2017-02-18,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G2,U3788,PI,2016-06-01,D22,50.24565,-125.396035,93,NA,7.9,2017-02-18,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-F2,U3789,PI,2016-06-01,D22,50.24565,-125.396035,91,95,7,2017-02-18,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E2,U3790,PI,2016-06-01,D22,50.24565,-125.396035,89,93,6.6,2017-02-18,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-D2,U3791,PI,2016-06-01,D22,50.24565,-125.396035,97,103,9.2,2017-02-18,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C2,U3792,PI,2016-05-27,D09,50.304166,-125.333511,104,109,11.3,2017-02-18,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-B2,U3793,PI,2016-05-27,D09,50.304166,-125.333511,98,102,10.2,2017-02-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-A2,U3794,PI,2016-05-27,D09,50.304166,-125.333511,101,105,10.6,2017-02-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H3,U3795,PI,2016-05-27,D09,50.304166,-125.333511,95,99,8.8,2017-02-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G3,U3796,PI,2016-05-27,D09,50.304166,-125.333511,95,NA,8.2,2017-02-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-F3,U3797,PI,2016-05-27,D09,50.304166,-125.333511,85,NA,6.1,2017-02-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E3,U3798,PI,2016-05-27,D09,50.304166,-125.333511,87,NA,6.9,2017-02-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,One otolith broken
BRN35-D3,U3799,PI,2016-05-27,D09,50.304166,-125.333511,109,113,13,2017-02-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,Only one otolith
BRN35-C3,U3800,PI,2016-05-27,D09,50.304166,-125.333511,93,98,8.2,2017-02-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-B3,U3801,PI,2016-06-01,J02,50.60125,-126.704457,118,123,16.5,2017-02-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-A3,U3802,PI,2016-06-01,J02,50.60125,-126.704457,105,111,12.9,2017-02-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H5,U3803,PI,2016-06-01,J02,50.60125,-126.704457,109,113,13.9,2017-02-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G5,U3804,PI,2016-06-01,J02,50.60125,-126.704457,110,114,14.2,2017-02-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-F5,U3805,PI,2016-06-01,J02,50.60125,-126.704457,115,119,12,2017-02-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E5,U3806,PI,2016-06-01,J02,50.60125,-126.704457,119,NA,17.6,2017-02-24,NA,NA,NA,NA,NA,NA,BRN35,DNA samples is a kidney sample.,NA,DNA samples is a kidney sample.
BRN35-D5,U3807,PI,2016-06-01,J02,50.60125,-126.704457,108,113,12.6,2017-02-24,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C5,U3808,PI,2016-05-28,J02,50.60125,-126.704457,116,NA,14.9,2017-02-26,NA,NA,NA,NA,NA,NA,BRN35,NA,"Lacerations on left side, could be from use forecetps, not sure.",NA
BRN35-B5,U3809,PI,2016-05-28,J02,50.60125,-126.704457,100,NA,8.7,2017-02-26,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-A5,U3810,PI,2016-05-28,J02,50.60125,-126.704457,116,122,14,2017-02-26,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H6,U3811,PI,2016-05-28,J02,50.60125,-126.704457,101,105,8.9,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G6,U3812,PI,2016-05-28,J02,50.60125,-126.704457,114,119,14.4,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
