ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,length delta,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,qc_data
U2620,2016-05-14-D24-SO-24,2016-11-17,none,none,13.6,111,NA,NA,NA,NA,NA,MF,full work-up 1,MF
U2472,2016-06-11-D25-SO-1,2016-11-22,none,none,11.3,98,NA,NA,NA,Sea lice enumeration only,NA,CVJ,full work-up 1,CVJ
U2474,2016-05-27-J07-SO-12,2016-11-22,none,none,4.9,76,82,NA,NA,Sea lice enumeration only,Tiny fish!,CVJ,lice enumeration only - in lab,CVJ
U2475,2016-05-27-J07-SO-14,2016-11-22,none,none,7.6,87,95,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,CVJ
U2476,2016-05-27-J07-SO-16,2016-11-22,none,none,7.6,88,99,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,CVJ
U2477,2016-05-27-J07-SO-15,2016-11-22,none,none,7.4,90,NA,NA,NA,"Sea lice enumeration only. length estimated, bent fish.",NA,CVJ,lice enumeration only - in lab,CVJ
U2478,2016-05-27-J07-SO-18,2016-11-22,none,none,7.5,94,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,CVJ
U2479,2016-05-27-J07-SO-19,2016-11-22,none,none,6.4,84,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,CVJ
U2480,2016-05-27-J07-SO-13,2016-11-22,none,none,8,92,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,CVJ
U2481,2016-05-27-J07-SO-11,2016-11-22,none,none,6.3,87,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,CVJ
U2482,2016-05-27-J07-SO-17,2016-11-22,none,none,7.4,91,98,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,CVJ
U2483,2016-05-27-J07-SO-20,2016-11-22,none,none,7.1,84,NA,NA,2483,NA,Lesions on both sides. pics taken.,CVJ,lice enumeration only - in lab,CVJ
U2484,2016-06-02-D20-SO-2,2016-11-22,none,none,7.6,89,NA,NA,2484,Sea lice enumeration only,Lesions near anus. picture taken.,CVJ,lice enumeration only - in lab,JG
U2485,2016-06-02-D20-SO-1,2016-11-22,none,none,7.7,87,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,JG
U2486,2016-06-02-D20-SO-8,2016-11-22,none,none,8.4,91,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,JG
U2487,2016-06-02-D20-SO-7,2016-11-22,none,none,8,88,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,JG
U2488,2016-06-02-D20-SO-3,2016-11-22,none,none,3.8,85,NA,NA,NA,Sea lice enumeration only,Very skinny fish.,CVJ,lice enumeration only - in lab,JG
U2489,2016-06-02-D20-SO-9,2016-11-22,none,none,8.2,92,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,JG
U2490,2016-06-02-D20-SO-6,2016-11-22,none,none,7.9,91,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,JG
U2491,2016-06-02-D20-SO-5,2016-11-22,none,none,7.1,89,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,JG
U2492,2016-06-02-D20-SO-4,2016-11-22,none,none,7.6,89,NA,NA,NA,Sea lice enumeration only. length estimated.,NA,CVJ,lice enumeration only - in lab,JG
U2493,2016-06-02-D20-SO-10,2016-11-22,none,none,8.5,94,NA,NA,NA,Sea lice enumeration only,NA,CVJ,lice enumeration only - in lab,JG
U2621,2016-05-14-D24-SO-19,2016-11-22,none,none,11.7,100,106,NA,NA,1 otolith broke; lice in bag,NA,MF,full work-up 1,JG
U2622,2016-05-13-D25-SO-22,2016-11-22,none,none,6.6,86,NA,NA,NA,1 otolith broke,NA,MF,full work-up 1,JG
U2623,2016-05-13-D25-SO-21,2016-11-22,none,none,7,89,NA,NA,NA,NA,NA,MF,full work-up 1,JG
U2624,2016-05-13-D25-SO-29,2016-11-22,none,none,7,92,NA,NA,NA,NA,NA,MF,full work-up 1,JG
U2742,2016-05-13-D25-SO-20,2016-11-22,none,none,8.1,94,100,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2743,2016-05-13-D25-SO-30,2016-11-22,none,none,5.7,85,90,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2744,2016-05-13-D25-SO-18,2016-11-22,none,none,5.6,84,89,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2745,2016-05-13-D25-SO-28,2016-11-22,none,none,5.9,86,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2746,2016-05-13-D25-SO-19,2016-11-22,none,none,6.4,89,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2747,2016-05-13-D25-SO-27,2016-11-22,none,none,4.5,79,NA,NA,NA,NA,Tiny fish!,JG,full work-up 1,CVJ
U2748,2016-05-13-D25-SO-23,2016-11-22,none,none,6.3,89,NA,NA,NA,Lost one otolith,NA,JG,full work-up 1,CVJ
U2749,2016-06-02-D21-SO-30,2016-11-22,none,none,8.2,93,98,NA,2749,NA,Lesions/scarring on both sides (2 photos taken); pale liver,JG,full work-up 1,CVJ
U2750,2016-06-02-D21-SO-23,2016-11-22,none,none,7.2,86,91,NA,2750,NA,Lesions/scarring on both sides (2 photos taken),JG,full work-up 1,CVJ
U2265,2016-05-24-D21-SO-14,2016-11-23,none,none,8.5,95,NA,NA,NA,NA,NA,BJ,full work-up 1,JG
U2266,2016-05-24-D21-SO-15,2016-11-23,none,none,8.9,89,NA,NA,NA,NA,NA,BJ,full work-up 1,JG
U2267,2016-05-24-D21-SO-20,2016-11-23,none,none,6.8,83,NA,NA,NA,1 otolith,NA,BJ,full work-up 1,JG
U2268,2016-05-24-D21-SO-8,2016-11-23,none,none,8.2,86,NA,NA,NA,NA,NA,BJ,full work-up 1,JG
U2269,2016-05-24-D21-SO-16,2016-11-23,none,none,6.8,86,91,NA,2269,NA,Predator marks observed,BJ,full work-up 1,JG
U2270,2016-05-24-D21-SO-9,2016-11-23,none,none,6.7,82,88,NA,NA,NA,NA,BJ,full work-up 1,JG
U2473,2016-05-21-J06-SO-20,2016-11-23,none,none,8.3,97,NA,NA,NA,NA,NA,CVJ,full work-up 1,JG
U2494,2016-05-21-J06-SO-21,2016-11-23,none,none,8.4,99,NA,NA,NA,NA,Small spleen.,CVJ,full work-up 1,JG
U2495,2016-05-24-D21-SO-17,2016-11-23,none,none,9,92,NA,NA,NA,NA,NA,CVJ,full work-up 1,JG
U2496,2016-05-23-D27-SO-26,2016-11-23,none,none,7.9,93,NA,NA,NA,NA,NA,CVJ,full work-up 1,JG
U2497,2016-05-23-D27-SO-13,2016-11-23,none,none,6.1,86,92,NA,NA,NA,NA,CVJ,full work-up 1,JG
U2498,2016-05-23-D27-SO-6,2016-11-23,none,none,5.9,81,86,NA,NA,NA,NA,CVJ,full work-up 1,JG
U2499,2016-05-23-D27-SO-11,2016-11-23,none,none,7.3,88,94,NA,NA,NA,NA,CVJ,full work-up 1,JG
U2500,2016-05-23-D27-SO-16,2016-11-23,none,none,4.6,76,NA,NA,NA,Lost brain sample during disection.,NA,CVJ,full work-up 1,JG
U2501,2016-05-24-D21-SO-10,2016-11-23,none,none,12.6,106,111,NA,NA,NA,NA,BJ,full work-up 1,JG
U2502,2016-05-24-D21-SO-18,2016-11-23,none,none,7.4,89,NA,NA,NA,NA,NA,BJ,full work-up 1,JG
U2503,2016-05-24-D21-SO-21,2016-11-23,none,none,6,79,84,NA,NA,NA,NA,BJ,full work-up 1,JG
U2751,2016-06-02-D21-SO-24,2016-11-23,none,none,11.1,97,103,NA,NA,NA,NA,JG,full work-up 1,JG
U2752,2016-06-02-D21-SO-22,2016-11-23,none,none,8.4,86,92,NA,NA,NA,NA,JG,full work-up 1,JG
U2753,2016-06-02-D21-SO-29,2016-11-23,none,none,7.6,86,91,NA,NA,NA,Tiny spleen,JG,full work-up 1,JG
U2754,2016-06-02-D21-SO-27,2016-11-23,none,none,8.4,90,NA,NA,NA,NA,NA,JG,full work-up 1,JG
U2755,2016-06-02-D21-SO-28,2016-11-23,none,none,11.1,99,105,NA,NA,NA,NA,JG,full work-up 1,JG
U2756,2016-06-02-D21-SO-21,2016-11-23,none,none,13.3,107,NA,NA,NA,M/g/b samples may be underneath beads,NA,JG,full work-up 1,JG
U2757,2016-06-02-D21-SO-26,2016-11-23,none,none,9,91,96,NA,NA,NA,NA,JG,full work-up 1,JG
U2758,2016-06-02-D21-SO-25,2016-11-23,none,none,8.9,92,97,NA,NA,NA,NA,JG,full work-up 1,JG
U2759,2016-05-19-D08-SO-4,2016-11-23,none,none,3.8,74,NA,NA,NA,NA,Tiny fish,JG,full work-up 1,JG
U2504,2016-05-19-D24-SO-16,2016-11-24,none,none,6.1,80,85,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2505,2016-05-19-D24-SO-18,2016-11-24,none,none,5.2,74,79,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2506,2016-05-19-D24-SO-21,2016-11-24,none,none,4.9,75,79,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2507,2016-05-19-D24-SO-20,2016-11-24,none,none,4.8,73,77,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2760,2016-05-19-D08-SO-10,2016-11-24,none,none,4.2,76,80,NA,NA,NA,Tiny fish,JG,full work-up 1,CVJ
U2761,2016-05-19-D08-SO-3,2016-11-24,none,none,4.7,78,NA,NA,NA,NA,Tiny fish,JG,full work-up 1,CVJ
U2762,2016-05-19-D08-SO-2,2016-11-24,none,none,7.6,91,96,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2763,2016-05-19-D08-SO-13,2016-11-24,none,none,4.3,77,82,NA,NA,Fork length estimated; correct location of otolith sample unverified due to duplicates in data entry,Tiny fish,JG,full work-up 1,CVJ
U2764,2016-05-19-D08-SO-5,2016-11-24,none,none,4.9,79,NA,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,JG,full work-up 1,CVJ
U2765,2016-05-19-D08-SO-15,2016-11-24,none,none,4.4,77,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2766,2016-05-19-D08-SO-7,2016-11-24,none,none,5.1,80,85,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2767,2016-05-19-D08-SO-14,2016-11-24,none,none,6,83,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2768,2016-05-19-D08-SO-6,2016-11-24,none,none,4.1,72,77,NA,NA,NA,Tiny fish,JG,full work-up 1,CVJ
U2801,2016-05-23-D27-SO-3,2016-11-24,none,none,5.9,84,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2802,2016-05-23-D27-SO-2,2016-11-24,none,none,6.5,85,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2803,2016-05-23-D27-SO-25,2016-11-24,none,none,5.8,82,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2804,2016-05-23-D27-SO-27,2016-11-24,none,none,6.3,87,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2805,2016-05-23-D27-SO-19,2016-11-24,none,none,6.5,84,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2806,2016-05-19-D24-SO-22,2016-11-24,none,none,7.2,89,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2807,2016-05-19-D24-SO-26,2016-11-24,none,none,6.2,84,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2808,2016-05-19-D24-SO-25,2016-11-24,none,none,5.1,81,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2809,2016-05-19-D24-SO-17,2016-11-24,none,none,5.4,80,NA,NA,NA,Only one otolith found,NA,CVJ,full work-up 1,BJ
U2810,2016-05-19-D24-SO-23,2016-11-24,none,none,4.9,80,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2811,2016-05-19-D24-SO-24,2016-11-24,none,none,2.9,68,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2389,2016-05-13-D04-SO-22,2016-11-25,none,none,7.3,89,NA,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2390,2016-05-13-D04-SO-19,2016-11-25,none,none,11.3,108,NA,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2391,2016-05-13-D04-SO-20,2016-11-25,none,none,13.7,109,NA,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2392,2016-06-09-J10-SO-16,2016-11-25,none,none,15.2,114,120,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2393,2016-06-09-J10-SO-17,2016-11-25,none,none,12.8,104,111,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2394,2016-06-09-J10-SO-14,2016-11-25,none,none,8.1,91,96,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2508,2016-05-16-D21-SO-26,2016-11-25,none,none,6.2,82,87,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2509,2016-05-16-D21-SO-21,2016-11-25,none,none,9.2,95,100,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2510,2016-05-16-D21-SO-24,2016-11-25,none,none,6.2,84,NA,NA,NA,Heart sample touched outside of fish,NA,BJ,full work-up 1,CVJ
U2511,2016-05-16-D21-SO-19,2016-11-25,none,none,6.7,86,NA,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2769,2016-05-13-D04-SO-26,2016-11-25,none,none,14.5,114,NA,NA,NA,Only one otolith found,NA,JG,full work-up 1,CVJ
U2770,2016-05-13-D04-SO-23,2016-11-25,none,none,9.4,97,103,NA,NA,Qc by bj. head kidney came away with stomach & fell on chamois,NA,JG,full work-up 1,CVJ
U2771,2016-05-13-D04-SO-25,2016-11-25,none,none,10.7,103,109,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2772,2016-05-13-D04-SO-16,2016-11-25,none,none,7.4,89,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2773,2016-05-13-D04-SO-21,2016-11-25,none,none,19.8,128,134,NA,NA,Liver fell on chamois,Huge fish!,JG,full work-up 1,CVJ
U2774,2016-05-13-D04-SO-17,2016-11-25,none,none,7.3,86,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2775,2016-05-13-D04-SO-24,2016-11-25,none,none,6.9,85,NA,NA,NA,Only one otolith found,NA,JG,full work-up 1,CVJ
U2776,2016-06-09-J10-SO-13,2016-11-25,none,none,10.8,97,103,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2777,2016-06-09-J10-SO-11,2016-11-25,none,none,13.6,104,110,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2778,2016-06-09-J10-SO-20,2016-11-25,none,none,9.6,94,99,NA,NA,Muscle d6 bead missing; new bead added on top of tissue sample,NA,JG,full work-up 1,CVJ
U2812,2016-05-16-D21-SO-17,2016-11-25,none,none,6.8,88,93,NA,NA,NA,Small spleen,CVJ,full work-up 1,BJ
U2813,2016-05-16-D21-SO-20,2016-11-25,none,none,7,83,86,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2814,2016-05-16-D21-SO-28,2016-11-25,none,none,8.1,94,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2815,2016-05-16-D21-SO-22,2016-11-25,none,none,6.1,83,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2816,2016-05-16-D21-SO-25,2016-11-25,none,none,7,87,NA,NA,NA,Only one otolith.,NA,CVJ,full work-up 1,BJ
U2817,2016-05-16-D21-SO-16,2016-11-25,none,none,8.7,93,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U2395,2016-06-09-J10-SO-18,2016-11-27,none,none,13,109,114,NA,NA,NA,NA,BMM,full work-up 1,JG
U2396,2016-06-09-J10-SO-12,2016-11-27,none,none,10.9,97,NA,NA,NA,NA,NA,BMM,full work-up 1,JG
U2397,2016-06-09-J10-SO-19,2016-11-27,none,none,7.8,88,93,NA,NA,NA,NA,BMM,full work-up 1,JG
U2398,2016-06-02-D11-SO-10,2016-11-27,none,none,8.4,92,NA,NA,NA,NA,NA,BMM,full work-up 1,JG
U2399,2016-06-02-D11-SO-7,2016-11-27,none,none,8.1,91,NA,NA,NA,NA,NA,BMM,full work-up 1,JG
U2400,2016-06-02-D11-SO-1,2016-11-27,none,none,NA,99,NA,NA,NA,NA,NA,BMM,full work-up 1,JG
U2779,2016-06-09-J10-SO-15,2016-11-27,none,none,9,92,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2780,2016-06-02-D11-SO-9,2016-11-27,none,none,4.6,74,NA,NA,NA,NA,Tiny spleen,JG,full work-up 1,CVJ
U2781,2016-06-02-D11-SO-8,2016-11-27,none,none,7.5,88,93,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2782,2016-06-02-D11-SO-4,2016-11-27,none,none,7.9,89,NA,NA,NA,One otolith broken,NA,JG,full work-up 1,CVJ
U2783,2016-06-02-D11-SO-3,2016-11-27,none,none,7.1,86,91,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2784,2016-06-02-D11-SO-6,2016-11-27,none,none,9.2,95,100,NA,NA,One otolith broken,NA,JG,full work-up 1,CVJ
U2785,2016-05-14-D08-SO-2,2016-11-27,none,none,4.4,72,77,NA,NA,NA,Tiny fish,JG,full work-up 1,CVJ
U2786,2016-05-18-D25-SO-29,2016-11-27,none,none,6.9,88,93,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2787,2016-05-18-D25-SO-22,2016-11-27,none,none,4.5,75,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2788,2016-05-18-D25-SO-26,2016-11-27,none,none,4.8,78,82,NA,NA,Last sockeye of 2016,Dark-coloured stomach & intestine,JG,full work-up 1,CVJ
U2818,2016-05-18-D25-SO-30,2016-11-27,none,none,5,85,90,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2819,2016-05-18-D25-SO-27,2016-11-27,none,none,3.3,70,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2820,2016-05-18-D25-SO-25,2016-11-27,none,none,4.2,76,81,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2821,2016-05-18-D25-SO-23,2016-11-27,none,none,5.5,85,90,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2822,2016-05-18-D25-SO-24,2016-11-27,none,none,5.8,87,93,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2823,2016-05-18-D25-SO-28,2016-11-27,none,none,4.7,81,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2901,2016-06-02-D11-SO-2,2016-11-27,none,none,8.8,91,96,NA,NA,NA,NA,BMM,full work-up 1,JG
U2902,2016-06-02-D11-SO-5,2016-11-27,none,none,5.8,81,NA,NA,NA,NA,NA,BMM,full work-up 1,JG
U2903,2016-05-18-D25-SO-17,2016-11-27,none,none,3.7,70,NA,NA,NA,NA,NA,BMM,full work-up 1,JG
U2625,2015-06-05-D07-CU-10,2016-11-28,none,none,9.6,89,94,NA,NA,NA,NA,MF,full work-up 1,BMM
U2626,2015-05-21-D07-CU-1,2016-11-28,none,none,9.6,91,96,NA,NA,NA,NA,MF,full work-up 1,BMM
U2627,2015-05-21-D07-CU-4,2016-11-28,none,none,18.4,117,NA,NA,NA,NA,NA,MF,full work-up 1,BMM
U2824,2015-06-05-D07-CU-6,2016-11-28,none,none,8,89,94,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2628,2015-06-05-D07-CU-5,2016-11-30,none,none,8,83,86,NA,NA,NA,NA,MF,full work-up 1,BMM
U2629,2015-06-05-D07-CU-1,2016-11-30,none,none,8.2,88,NA,NA,NA,NA,NA,MF,full work-up 1,BMM
U2630,2015-06-19-J09-CU-8,2016-11-30,none,none,19.1,124,128,NA,NA,1 otolith only,NA,MF,full work-up 1,BMM
U2631,2015-06-19-J09-CU-3,2016-11-30,none,none,17.6,118,123,NA,NA,NA,NA,MF,full work-up 1,BMM
U2797,2015-06-16-J02-CU-2,2016-11-30,none,none,17.8,116,122,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2825,2015-06-19-J09-CU-4,2016-11-30,none,none,17.2,120,126,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2826,2015-06-01-J02-CU-2,2016-11-30,none,none,18.3,117,123,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2912,2015-05-16-D07-CU-1,2016-11-30,none,none,7.1,85,90,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2913,2015-06-19-J09-CU-9,2016-11-30,none,none,20.6,127,133,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2632,2015-06-19-J09-CU-2,2016-12-01,none,none,20.4,124,128,NA,NA,NA,NA,MF,full work-up 1,CVJ
U2633,2015-06-05-D07-CU-9,2016-12-01,none,none,6.6,84,NA,NA,NA,NA,NA,MF,full work-up 1,CVJ
U2634,2015-05-21-D07-CU-3,2016-12-01,none,none,7.5,85,90,NA,NA,NA,NA,MF,full work-up 1,CVJ
U2635,2015-05-16-D07-CU-8,2016-12-01,none,none,14.9,109,NA,NA,NA,NA,NA,MF,full work-up 1,CVJ
U2789,2015-06-16-J02-CU-4,2016-12-01,none,none,24.7,126,132,NA,NA,Head kidney detached with stomach,NA,JG,full work-up 1,CVJ
U2790,2015-06-16-J02-CU-7,2016-12-01,none,none,19.9,117,122,NA,NA,Heart fell on chamois,NA,JG,full work-up 1,CVJ
U2791,2015-06-16-J02-CU-6,2016-12-01,none,none,21.6,121,127,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2792,2015-07-01-J09-CU-2,2016-12-01,none,none,19.5,121,127,NA,NA,NA,NA,JG,full work-up 1,CVJ
U2793,2015-07-07-J09-CU-2,2016-12-02,none,none,22.6,126,132,NA,NA,NA,NA,JG,full work-up 1,BMM
U2794,2015-07-07-J09-CU-3,2016-12-02,none,none,21.5,123,129,NA,NA,NA,NA,JG,full work-up 1,BMM
U2795,2015-06-18-D09-CU-7,2016-12-02,none,none,12,102,NA,NA,NA,NA,NA,JG,full work-up 1,BMM
U2796,2015-06-18-D09-CU-3,2016-12-02,none,none,17.9,106,122,NA,NA,NA,NA,JG,full work-up 1,BMM
U2798,2015-07-07-J09-CU-4,2016-12-02,none,none,20.2,122,128,NA,NA,NA,NA,JG,full work-up 1,BMM
U2799,2015-07-01-J09-CU-4,2016-12-02,none,none,24,126,131,NA,NA,Brain fell on chamois. day of sampling not written on tag.,NA,JG,full work-up 1,BMM
U2800,2015-06-18-D09-CU-9,2016-12-02,none,none,22,125,131,NA,NA,NA,NA,JG,full work-up 1,BMM
U2827,2015-05-16-D07-CU-4,2016-12-02,none,none,14.6,108,114,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2828,2015-05-16-D07-CU-2,2016-12-02,none,none,17.9,118,122,NA,NA,NA,Small spleen,CVJ,full work-up 1,CVJ
U2829,2015-06-01-J02-CU-6,2016-12-02,none,none,16.5,117,122,NA,NA,Heart fell onto bench.,NA,CVJ,full work-up 1,CVJ
U2830,2015-05-16-D07-CU-5,2016-12-02,none,none,10.7,96,101,NA,NA,Outside blade touched heart.,Small spleen,CVJ,full work-up 1,CVJ
U2831,2015-05-21-D07-CU-7,2016-12-02,none,none,5.1,79,84,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U2904,2015-07-07-J09-CU-5,2016-12-02,none,none,26.5,135,141,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2905,2015-07-07-J09-CU-10,2016-12-02,none,none,22.9,128,133,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2906,2015-06-18-D09-CU-10,2016-12-02,none,none,13.3,107,NA,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2907,2015-06-18-D09-CU-6,2016-12-02,none,none,15.4,111,117,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2908,2015-07-01-J09-CU-9,2016-12-02,none,none,14.4,109,NA,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2909,2015-06-16-J02-CU-3,2016-12-02,none,none,21.4,125,130,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2910,2015-06-16-J09-CU-8,2016-12-02,none,none,24.3,131,137,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2911,2015-06-16-J09-CU-9,2016-12-02,none,none,19.5,125,131,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U2914,2015-05-31-J09-CU-3,2016-12-02,none,none,30.5,140,146,NA,NA,NA,NA,BMM,full work-up 1,CVJ
U3001,2015-05-31-J09-CU-6,2016-12-02,none,none,15.9,111,NA,NA,NA,NA,NA,JG,full work-up 1,BMM
U2832,2015-05-24-J02-CU-4,2016-12-03,none,none,13.4,113,118,NA,NA,"Contaminated inside of fish with the outside scapel. (heart, liver, spleen).",NA,CVJ,full work-up 1,BMM
U2833,2015-05-24-J02-CU-3,2016-12-03,none,none,16.9,114,120,NA,NA,NA,NA,CVJ,full work-up 1,BMM
U3002,2015-06-16-J09-CU-7,2016-12-03,none,none,21.6,124,129,NA,NA,NA,Lots of fecal matter on fish at weigh,JG,full work-up 1,BMM
U3003,2015-05-31-J09-CU-8,2016-12-03,none,none,14.8,108,NA,NA,NA,NA,NA,JG,full work-up 1,BMM
U3004,2015-06-16-J09-CU-4,2016-12-03,none,none,20,119,124,NA,NA,Heart fell on chamois,Lots of fecal matter on fish at weigh,JG,full work-up 1,BMM
U3005,2015-05-31-J09-CU-4,2016-12-03,none,none,11.7,103,109,NA,NA,NA,NA,JG,full work-up 1,BMM
U3006,2015-07-01-J09-CU-5,2016-12-03,none,none,19.1,118,123,NA,NA,Day of sampling not written on tag. heart & kidney switched in RNA tray.,NA,JG,full work-up 1,BMM
U3007,2015-05-21-D07-CU-9,2016-12-03,none,none,9.7,92,NA,NA,NA,NA,NA,JG,full work-up 1,BMM
U3008,2015-06-07-D07-CU-8,2016-12-03,none,none,7.1,83,NA,NA,NA,NA,Small spleen,JG,full work-up 1,BMM
U3009,2015-06-22-D09-CU-3,2016-12-03,none,none,12.4,102,108,NA,NA,NA,NA,JG,full work-up 1,BMM
U3010,2015-06-22-D09-CU-9,2016-12-03,none,none,16.7,115,120,NA,NA,NA,NA,JG,full work-up 1,BMM
U2512,2015-06-19-J09-CU-7,2016-12-04,none,none,18.9,119,124,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2513,2015-06-07-D07-PI-6,2016-12-04,none,none,9.1,87,92,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2514,2015-06-22-D09-PI-4,2016-12-04,none,none,12.6,105,110,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2515,2015-06-22-D09-PI-2,2016-12-04,none,none,8.7,91,96,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2516,2015-06-22-D09-PI-1,2016-12-04,none,none,15.9,110,NA,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2517,2015-06-09-D07-PI-1,2016-12-04,none,none,10.6,96,NA,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2518,2015-06-23-J09-PI-9,2016-12-04,none,none,25,123,129,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2519,2015-06-23-J09-PI-1,2016-12-04,none,none,24.1,131,138,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2520,2015-06-23-J09-PI-3,2016-12-04,none,none,25,126,132,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U2834,2015-06-22-D09-PI-7,2016-12-04,none,none,13.8,108,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
